Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.00004213,..,..,..,..,98.85164512,..,..,..,..,98.66544157,..,..,..,..,98.43110659,..,..,..,..,98.1696273,..,..,..,..,98.1696273,..,..,..,..,98.1696273,..,..,..
Afghanistan,AFG,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9999578723,..,..,..,..,0.9376881711,..,..,..,..,0.8595542529,..,..,..,..,0.8557600407,..,..,..,..,0.9983851096,..,..,..,..,0.9983851096,..,..,..,..,0.9983851096,..,..,..
Afghanistan,AFG,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.2106667074,..,..,..,..,0.4750041779,..,..,..,..,0.7131333673,..,..,..,..,0.8319875914,..,..,..,..,0.8319875914,..,..,..,..,0.8319875914,..,..,..
Afghanistan,AFG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1410745847296,..,..,..,..,41.7599328383881,..,..,..,..,55.3787910922588,..,..,..,..,49.7567694235419,..,..,..,..,44.134747754825,..,..,..,..,43.0159066808059,..,..,..,..,43.0159066808059,..,..,..,..,43.0159066808059,..,..,..,..,43.0159066808059,..,..,..
Afghanistan,AFG,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2685166667,..,..,..,..,19.6898083333,..,..,..,..,26.1111,..,..,..,..,23.4603167832,..,..,..,..,20.8095335664,..,..,..,..,20.282,..,..,..,..,20.282,..,..,..,..,20.282,..,..,..,..,20.282,..,..,..
Afghanistan,AFG,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.8221292297,..,..,..,..,53.1582298416,..,..,..,..,70.4943304536,..,..,..,..,63.3377882916,..,..,..,..,56.1812461297,..,..,..,..,54.7570194384,..,..,..,..,54.7570194384,..,..,..,..,54.7570194384,..,..,..,..,54.7570194384,..,..,..
Afghanistan,AFG,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9,..,..,..,..
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.17141501,28.19936611,30.23638459,32.27372204,34.32855936,36.40150061,38.47545989,40.87574634,43.31114546,45.78160949,48.28708366,50.8278463,53.4035172,56.01404291,58.65937353,61.33978081,64.0548831,66.80870335,69.60193058,72.43421885,75.09141325
Afghanistan,AFG,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.38999673,21.38999673,23.36006067,25.33012461,27.30018855,29.27025249,31.24031642,33.51311431,35.82182899,38.16646046,40.54700873,42.9634738,45.41585566,47.90415432,50.42836977,52.98850202,55.58455107,58.21651691,60.88439955,63.58819898,66.32791521
Afghanistan,AFG,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.10572465,52.10572465,54.24961588,56.39350711,58.53739835,60.68128958,62.82518082,65.36805041,67.93725149,70.53278405,73.15464811,75.80284365,78.47737069,81.17822921,83.90541922,86.65894072,89.43879371,92.24497819,95.07749415,97.93634161,100
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.92753113,10.93879204,11.72537263,12.5121213,13.3059954,14.10727456,14.90905233,16.09387809,17.32239903,18.26376481,19.11514598,19.96687464,20.81883173,21.67101839,22.52343729,23.37620582,24.22920784,25.08389212,25.94051208,26.79895584,27.58895624
Afghanistan,AFG,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.195442146,8.195442146,8.950259702,9.705077257,10.45989481,11.21471237,11.96952992,13.22171963,14.53291829,15.47097889,16.29139344,17.111808,17.93222255,18.7526371,19.57305166,20.39346621,21.21388076,22.03429532,22.85470987,23.67512442,24.49553898
Afghanistan,AFG,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.5701547,20.5701547,21.41651418,22.26287367,23.10923315,23.95559264,24.80195213,25.64831161,26.4946711,27.34103059,28.18739007,29.03374956,29.88010904,30.72646853,31.57282802,32.4191875,33.26554699,34.11190648,34.95826596,35.80462545,36.38141
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.96776794,37.03819822,37.10932268,37.18078982,37.25260335,37.32476096,37.3976102,37.4708038,37.5443422,37.61822887,37.69280282,37.76772379,37.84713186,37.93172009,38.02113959,38.11505004
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486,29.12944486
Afghanistan,AFG,"People with basic handwashing facilities including soap and water, urban (% of urban population)",SH.STA.HYGN.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809,63.65493809
Afghanistan,AFG,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,..,..,5042.00314774983,..,..,..,..,4533.68174573382,..,..,..,..,3998.73736581331,..,..,..,..,3579.75457840361,..,..,..,..,3659.99876732173,..,..,..,..,4063.06567310133,..,..,..,..,3254.96945471771,..,..,..,..,2435.79547914293,..,..,..,..,2086.2117377042,..,..,..,..,1739.81760217194,..,..,..,..,1513.09098076471,..,..,..,..,1299.03724396258,..,..,..
Afghanistan,AFG,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..,..,47.15,..,..,..
